team,event,game,time
idk,loss,Kyoryuful Boyfriend,2020-10-30 05:46:46
[URGENT],abandoned,Mahjong Madness,2020-10-30 05:47:43
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 05:47:46
idk,loss,Kyoryuful Boyfriend,2020-10-30 05:49:18
WIT,loss,Marineteam,2020-10-30 05:51:02
idk,loss,Kyoryuful Boyfriend,2020-10-30 05:51:08
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 05:51:33
WIT,loss,Marineteam,2020-10-30 05:52:17
WIT,loss,Marineteam,2020-10-30 05:52:56
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 05:53:51
WIT,abandoned,Marineteam,2020-10-30 05:53:59
WIT,loss,Marineteam,2020-10-30 05:54:33
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 05:55:57
WIT,abandoned,Marineteam,2020-10-30 05:56:24
[URGENT],abandoned,Mahjong Madness,2020-10-30 05:56:32
Chewy Wangs,loss,Codemanes,2020-10-30 05:56:33
WIT,loss,Marineteam,2020-10-30 05:56:59
Chewy Wangs,loss,Codemanes,2020-10-30 05:57:37
Chewy Wangs,loss,Codemanes,2020-10-30 05:58:51
WIT,abandoned,Marineteam,2020-10-30 05:59:44
WIT,loss,Marineteam,2020-10-30 06:00:06
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:00:10
Chewy Wangs,loss,Codemanes,2020-10-30 06:00:30
Chewy Wangs,loss,Codemanes,2020-10-30 06:01:07
Chewy Wangs,loss,Codemanes,2020-10-30 06:01:55
Chewy Wangs,loss,Codemanes,2020-10-30 06:03:41
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:05:03
Chewy Wangs,loss,Codemanes,2020-10-30 06:05:09
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:05:30
Chewy Wangs,loss,Codemanes,2020-10-30 06:05:41
Chewy Wangs,loss,Codemanes,2020-10-30 06:07:46
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:07:51
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:08:04
Ski Nautique,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:09:12
WIT,abandoned,Marineteam,2020-10-30 06:09:22
Chewy Wangs,loss,Codemanes,2020-10-30 06:09:26
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:09:48
WIT,win_start,Marineteam,2020-10-30 06:09:58
Ski Nautique,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:10:21
Ski Nautique,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:11:18
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:11:31
Chewy Wangs,loss,Codemanes,2020-10-30 06:11:55
Ducky Charms,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:12:08
Ducky Charms,loss,Codemanes,2020-10-30 06:12:32
Ski Nautique,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:13:08
Ducky Charms,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:13:15
Ski Nautique,abandoned,Mutant Meeples on Ice,2020-10-30 06:13:27
Marsha's Speedwalking Group,abandoned,Kyoryuful Boyfriend,2020-10-30 06:14:03
WIT,first_win_end,Marineteam,2020-10-30 06:14:32
Chewy Wangs,loss,Codemanes,2020-10-30 06:14:48
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:15:14
Chewy Wangs,loss,Codemanes,2020-10-30 06:15:44
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:17:17
Chewy Wangs,loss,Codemanes,2020-10-30 06:18:01
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:18:22
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:18:44
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:18:54
Chewy Wangs,win_start,Codemanes,2020-10-30 06:19:11
!,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 06:20:04
!,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 06:20:26
!,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 06:21:34
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:21:48
Chewy Wangs,first_win_end,Codemanes,2020-10-30 06:22:07
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:23:45
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:23:50
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:24:27
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:25:05
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:25:39
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:26:33
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:27:42
The Puzzledome,first_win_end,Mahjong Madness,2020-10-30 06:29:45
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:31:15
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:32:34
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:33:04
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:33:12
FuzzyBunnies,abandoned,Kyoryuful Boyfriend,2020-10-30 06:33:35
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:34:14
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:34:23
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:34:35
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:34:48
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:36:49
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:37:12
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:37:33
COmet aTTACK,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 06:37:35
COmet aTTACK,loss,Codemanes,2020-10-30 06:37:44
Turtle Curlers,abandoned,Mahjong Madness,2020-10-30 06:38:13
COmet aTTACK,loss,Codemanes,2020-10-30 06:38:25
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:38:32
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:38:37
"Mise, tings, gas, good, gamery, etc.",loss,Codemanes,2020-10-30 06:38:45
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:39:32
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:39:50
COmet aTTACK,loss,Codemanes,2020-10-30 06:39:52
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:40:43
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:41:04
COmet aTTACK,loss,Codemanes,2020-10-30 06:41:10
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:41:43
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:41:49
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 06:41:52
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:42:02
"Mise, tings, gas, good, gamery, etc.",loss,Codemanes,2020-10-30 06:42:10
COmet aTTACK,loss,Codemanes,2020-10-30 06:43:21
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:43:35
COmet aTTACK,win_start,Codemanes,2020-10-30 06:43:51
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:43:57
"Mise, tings, gas, good, gamery, etc.",loss,Codemanes,2020-10-30 06:43:58
"Mise, tings, gas, good, gamery, etc.",loss,Codemanes,2020-10-30 06:44:53
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:45:37
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:45:45
FuzzyBunnies,loss,Kyoryuful Boyfriend,2020-10-30 06:45:56
COmet aTTACK,first_win_end,Codemanes,2020-10-30 06:46:39
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 06:46:49
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:46:50
The Puzzledome,loss,Barbie's Murder Party at House on the Hill,2020-10-30 06:48:03
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:48:20
"Mise, tings, gas, good, gamery, etc.",loss,Tateroids,2020-10-30 06:48:58
The Puzzledome,win_start,Barbie's Murder Party at House on the Hill,2020-10-30 06:49:14
FuzzyBunnies,win_start,Kyoryuful Boyfriend,2020-10-30 06:49:17
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:49:36
"Mise, tings, gas, good, gamery, etc.",abandoned,Tateroids,2020-10-30 06:50:07
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 06:50:27
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:51:13
FuzzyBunnies,first_win_end,Kyoryuful Boyfriend,2020-10-30 06:51:17
FuzzyBunnies,abandoned,Kyoryuful Boyfriend,2020-10-30 06:51:57
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:52:56
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:53:26
The Puzzledome,first_win_end,Barbie's Murder Party at House on the Hill,2020-10-30 06:54:36
The Puzzledome,abandoned,Barbie's Murder Party at House on the Hill,2020-10-30 06:54:38
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:55:30
Marsha's Speedwalking Group,abandoned,Kyoryuful Boyfriend,2020-10-30 06:56:01
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 06:56:05
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:56:33
Buzzyear Lightyear,win_start,Mutant Meeples on Ice,2020-10-30 06:57:55
idk,loss,Kyoryuful Boyfriend,2020-10-30 06:58:09
Ducky Charms,loss,Codemanes,2020-10-30 06:58:16
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 06:59:16
Am a Llama.  AMA.,win_start,Mutant Meeples on Ice,2020-10-30 06:59:19
The C@r@line Syzygy,abandoned,Mutant Meeples on Ice,2020-10-30 06:59:21
Ducky Charms,loss,Codemanes,2020-10-30 07:00:12
idk,loss,Kyoryuful Boyfriend,2020-10-30 07:00:43
P Squad,abandoned,Kyoryuful Boyfriend,2020-10-30 07:00:50
Buzzyear Lightyear,abandoned,Mutant Meeples on Ice,2020-10-30 07:01:20
Buzzyear Lightyear,win_start,Mutant Meeples on Ice,2020-10-30 07:01:56
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:02:06
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 07:02:18
Turtle Curlers,abandoned,Mahjong Madness,2020-10-30 07:02:54
Ducky Charms,loss,Codemanes,2020-10-30 07:06:10
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:06:15
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 07:06:51
Buzzyear Lightyear,abandoned,Mutant Meeples on Ice,2020-10-30 07:06:58
idk,abandoned,Kyoryuful Boyfriend,2020-10-30 07:07:48
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 07:08:42
idk,abandoned,Kyoryuful Boyfriend,2020-10-30 07:10:00
idk,loss,Kyoryuful Boyfriend,2020-10-30 07:10:40
P Squad,loss,Kyoryuful Boyfriend,2020-10-30 07:12:06
Turtle Curlers,win_start,Mahjong Madness,2020-10-30 07:12:38
idk,loss,Kyoryuful Boyfriend,2020-10-30 07:14:16
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:14:42
P Squad,win_start,Kyoryuful Boyfriend,2020-10-30 07:15:08
idk,loss,Kyoryuful Boyfriend,2020-10-30 07:15:38
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:16:39
idk,win_start,Kyoryuful Boyfriend,2020-10-30 07:16:41
P Squad,first_win_end,Kyoryuful Boyfriend,2020-10-30 07:16:49
idk,first_win_end,Kyoryuful Boyfriend,2020-10-30 07:18:11
idk,abandoned,Kyoryuful Boyfriend,2020-10-30 07:18:13
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:20:10
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:25:13
come back to us later,abandoned,Kyoryuful Boyfriend,2020-10-30 07:25:54
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:26:33
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:28:00
weareyoung,loss,Tateroids,2020-10-30 07:28:51
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:31:22
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:34:21
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:36:22
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:36:40
Am a Llama.  AMA.,abandoned,Mutant Meeples on Ice,2020-10-30 07:37:03
Turtle Curlers,first_win_end,Mahjong Madness,2020-10-30 07:37:05
Turtle Curlers,abandoned,Mahjong Madness,2020-10-30 07:37:14
Turtle Curlers,abandoned,Mutant Meeples on Ice,2020-10-30 07:37:52
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:38:16
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:39:39
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:41:57
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:42:34
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:44:10
Marsha's Speedwalking Group,loss,Kyoryuful Boyfriend,2020-10-30 07:45:50
Marsha's Speedwalking Group,win_start,Kyoryuful Boyfriend,2020-10-30 07:47:29
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 07:47:33
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 07:48:25
Marsha's Speedwalking Group,first_win_end,Kyoryuful Boyfriend,2020-10-30 07:48:43
Marsha's Speedwalking Group,abandoned,Kyoryuful Boyfriend,2020-10-30 07:48:45
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:49:57
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:52:40
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:55:11
17th Shard,abandoned,Mahjong Madness,2020-10-30 07:57:13
come back to us later,abandoned,Kyoryuful Boyfriend,2020-10-30 07:58:02
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 07:59:28
17th Shard,abandoned,Mahjong Madness,2020-10-30 08:00:24
come back to us later,loss,Kyoryuful Boyfriend,2020-10-30 08:01:55
Turtle Curlers,loss,Barbie's Murder Party at House on the Hill,2020-10-30 08:10:43
come back to us later,win_start,Kyoryuful Boyfriend,2020-10-30 08:13:14
Turtle Curlers,abandoned,Barbie's Murder Party at House on the Hill,2020-10-30 08:13:27
come back to us later,first_win_end,Kyoryuful Boyfriend,2020-10-30 08:15:56
come back to us later,abandoned,Kyoryuful Boyfriend,2020-10-30 08:16:01
Eggplant Parms,win_start,Mahjong Madness,2020-10-30 08:22:12
Gawey Buwsey,abandoned,Mutant Meeples on Ice,2020-10-30 08:23:19
Erotic Cake of r/picturegame,abandoned,Tateroids,2020-10-30 08:38:55
Erotic Cake of r/picturegame,abandoned,Tateroids,2020-10-30 08:39:52
Gawey Buwsey,abandoned,Mutant Meeples on Ice,2020-10-30 08:46:55
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 08:47:14
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 08:48:54
The Puzzledome,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 08:49:08
Erotic Cake of r/picturegame,abandoned,Tateroids,2020-10-30 08:52:27
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 08:53:05
Gawey Buwsey,abandoned,Mutant Meeples on Ice,2020-10-30 09:03:37
"Mise, tings, gas, good, gamery, etc.",loss,Codemanes,2020-10-30 09:12:03
The French Connection,loss,Kyoryuful Boyfriend,2020-10-30 09:15:18
Whatever,loss,Marineteam,2020-10-30 09:16:42
The French Connection,abandoned,Tateroids,2020-10-30 09:18:26
The French Connection,loss,Tateroids,2020-10-30 09:21:30
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 09:36:44
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 09:43:08
Erotic Cake of r/picturegame,abandoned,Tateroids,2020-10-30 09:47:19
Erotic Cake of r/picturegame,loss,Codemanes,2020-10-30 09:47:49
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 09:48:30
Luke_of_Legends,loss,Codemanes,2020-10-30 09:54:50
Luke_of_Legends,loss,Codemanes,2020-10-30 09:55:13
Luke_of_Legends,loss,Codemanes,2020-10-30 09:55:53
Luke_of_Legends,loss,Codemanes,2020-10-30 09:56:22
The Hospital,loss,Codemanes,2020-10-30 09:56:26
Pepsimen,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 09:56:44
The Hospital,loss,Codemanes,2020-10-30 09:58:12
Luke_of_Legends,loss,Codemanes,2020-10-30 09:58:22
The Hospital,loss,Codemanes,2020-10-30 09:58:40
Luke_of_Legends,loss,Codemanes,2020-10-30 09:59:14
The Hospital,loss,Codemanes,2020-10-30 09:59:33
Pepsimen,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 10:01:37
Luke_of_Legends,win_start,Codemanes,2020-10-30 10:01:57
Pepsimen,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:04:04
The Hospital,loss,Codemanes,2020-10-30 10:04:06
The Hospital,loss,Codemanes,2020-10-30 10:04:32
The French Connection,loss,Tateroids,2020-10-30 10:05:09
Luke_of_Legends,first_win_end,Codemanes,2020-10-30 10:05:13
The Hospital,loss,Codemanes,2020-10-30 10:05:26
Pepsimen,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 10:08:07
Pepsimen,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:10:23
Pepsimen,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 10:13:06
[URGENT],abandoned,Mahjong Madness,2020-10-30 10:14:04
[URGENT],abandoned,Mutant Meeples on Ice,2020-10-30 10:15:21
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:42:59
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:45:13
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:51:24
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:53:25
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:53:52
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:54:41
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:57:29
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:59:05
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 10:59:31
narri,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 11:01:56
narri,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 11:03:57
narri,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-30 11:06:23
The Hospital,loss,Codemanes,2020-10-30 11:15:09
The Hospital,loss,Codemanes,2020-10-30 11:16:39
The Hospital,loss,Codemanes,2020-10-30 11:17:57
The Hospital,loss,Codemanes,2020-10-30 11:20:06
idk,loss,Marineteam,2020-10-30 11:25:23
The Overthinkers,loss,Kyoryuful Boyfriend,2020-10-30 11:27:19
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 11:29:36
Time Vultures,loss,Codemanes,2020-10-30 11:31:46
Time Vultures,loss,Codemanes,2020-10-30 11:32:39
The Overthinkers,loss,Kyoryuful Boyfriend,2020-10-30 11:32:47
Time Vultures,loss,Codemanes,2020-10-30 11:33:22
The Overthinkers,loss,Kyoryuful Boyfriend,2020-10-30 11:36:40
Flower Power,abandoned,Mahjong Madness,2020-10-30 11:52:11
Flower Power,abandoned,Mutant Meeples on Ice,2020-10-30 11:52:26
Duck Soup,abandoned,Mahjong Madness,2020-10-30 12:01:34
X-Potatoes,abandoned,Marineteam,2020-10-30 12:02:01
Teddy Set Go 🧸🎁🎂,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 12:14:41
Time Vultures,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 12:34:33
Duck Soup,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 12:35:15
Coastal Elote,abandoned,Mahjong Madness,2020-10-30 12:35:58
Duck Soup,win_start,Kyoryuful Boyfriend,2020-10-30 12:38:00
Duck Soup,abandoned,Kyoryuful Boyfriend,2020-10-30 12:39:21
Erotic Cake of r/picturegame,loss,Tateroids,2020-10-30 12:57:28
[URGENT],loss,Kyoryuful Boyfriend,2020-10-30 13:02:40
[URGENT],abandoned,Kyoryuful Boyfriend,2020-10-30 13:03:43
[URGENT],abandoned,Mahjong Madness,2020-10-30 13:06:42
The Puzzledome,abandoned,Mutant Meeples on Ice,2020-10-30 13:11:11
Marshmallow Mateys,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 13:16:46
[URGENT],win_start,Mahjong Madness,2020-10-30 13:20:36
P Squad,first_win_end,Marineteam,2020-10-30 13:34:04
Sleep Deprivation,abandoned,Mutant Meeples on Ice,2020-10-30 13:36:22
P Squad,loss,Tateroids,2020-10-30 13:37:37
P Squad,loss,Tateroids,2020-10-30 13:40:51
Birthday Cardex,win_start,Mutant Meeples on Ice,2020-10-30 13:49:47
Eggplant Parms,loss,Tateroids,2020-10-30 13:53:31
Eggplant Parms,abandoned,Tateroids,2020-10-30 13:54:29
Eggplant Parms,abandoned,Marineteam,2020-10-30 13:57:31
Eggplant Parms,win_start,Marineteam,2020-10-30 13:58:06
Eggplant Parms,abandoned,Mutant Meeples on Ice,2020-10-30 14:03:55
Eggplant Parms,loss,Codemanes,2020-10-30 14:04:33
Eggplant Parms,win_start,Codemanes,2020-10-30 14:05:49
P Squad,loss,Tateroids,2020-10-30 14:05:59
Eggplant Parms,loss,Codemanes,2020-10-30 14:09:01
P Squad,loss,Tateroids,2020-10-30 14:09:21
P Squad,abandoned,Tateroids,2020-10-30 14:13:11
sadmen,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 14:15:58
sadmen,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 14:17:09
P Squad,loss,Tateroids,2020-10-30 14:17:21
sadmen,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 14:18:47
sadmen,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 14:19:31
sadmen,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:19:52
sadmen,win_start,Ducky Crossing: Fishing Adventure!,2020-10-30 14:20:28
Sleep Deprivation,abandoned,Mutant Meeples on Ice,2020-10-30 14:21:42
sadmen,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-30 14:21:49
P Squad,loss,Tateroids,2020-10-30 14:22:45
French Fries,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:26:20
P Squad,win_start,Tateroids,2020-10-30 14:27:01
French Fries,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:27:36
French Fries,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:28:49
P Squad,first_win_end,Tateroids,2020-10-30 14:28:54
French Fries,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:30:09
French Fries,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:32:49
French Fries,loss,Ducky Crossing: Fishing Adventure!,2020-10-30 14:36:22
